,Name,Address,Coordinates,street_number,Street,Area,City,Region,Country,Website,Phone,Type,Google_ID,Glovo_link,Monday Open time,Monday Close time,Tuesday Open time,Tuesday Close time,Wednesday Open time,Wednesday Close time,Thursday Open time,Thursday Close time,Friday Open time,Friday Close time,Saturday Open time,Saturday Close time,Sunday Open time,Sunday Close time,Average price,Overall price level
50,Yazykata Teshcha/Язиката Теща,"проспект Свободи, 16, Львів","{'lat': 49.84155779999999, 'lng': 24.0285505}",16,проспект Свободи,Галицький,Львів,Львівська,Україна,http://linktr.ee/yazykata_teshcha,+380 67 383 8489,Ресторан,ChIJoxC7G6jdOkcRvjEuojxsl5M,https://glovoapp.com/ua/uk/lviv/yazykata-teshcha/,11:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,130.0,Medium-Low
51,SNACK&BURGERS,"вул. Стрийська, 30, Львівська область, 81130","{'lat': 49.77291569999999, 'lng': 24.0101712}","30, Львівська область, 81130",вул. Стрийська,Львівська,Україна,,,,+380 97 125 3550,Ресторан,ChIJVUOoESbmOkcR9PVg3jok5k4,https://glovoapp.com/ua/uk/lviv/snack-burgers-lvi/,09:00:00,21:00:00,09:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,09:00:00,21:00:00,09:00:00,21:00:00,10:00:00,21:00:00,81.0,Low
52,Hariacha Patelnia / Гаряча Пательня,"вулиця Івана Федорова, 14, Львів","{'lat': 49.8421254, 'lng': 24.033494}",14,вулиця Івана Федорова,Галицький,Львів,Львівська,Україна,https://hinkalnya-delivery.com.ua/,+380 98 867 9099,Ресторан,ChIJvQ3X-2zdOkcRJDKMZey2zko,https://glovoapp.com/ua/uk/lviv/hariacha-patelnia-lvi/,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,165.0,Medium-High
53,Ebi sushi,"вулиця Залізнична, 23, Львів","{'lat': 49.8476738, 'lng': 23.9970937}",23,вулиця Залізнична,Залізничний,Львів,Львівська,Україна,https://ebi-sushi.ps.me/,+380 97 579 7076,Доставка,ChIJ5-s2BqLdOkcRrbYAykc2wog,https://glovoapp.com/ua/uk/lviv/ebi-sushi-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,167.0,Medium-High
54,Na Mangal Kebab House,"вулиця Князя Романа, 2, Львів","{'lat': 49.8389347, 'lng': 24.0320852}",2,вулиця Князя Романа,Галицький,Львів,Львівська,Україна,https://namangalkebabhouse.ua/,+380 63 032 4789,Ресторан,ChIJZ0qXkwDdOkcRLGPebonP_Hg,https://glovoapp.com/ua/uk/lviv/mangal-kebab-house-lvi2/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,130.0,Medium-Low
56,Sushi La PIEC / Суші LA П'ЄЦ,"вулиця Героїв УПА, 73, Львів","{'lat': 49.8279805, 'lng': 23.9917595}",73,вулиця Героїв УПА,Франківський,Львів,Львівська,Україна,https://la.ua/,+380 97 440 4060,Доставка,ChIJORS6XZznOkcRT_j-rCj1GIE,https://glovoapp.com/ua/uk/lviv/la-rys-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,247.0,High
58,TheMeat / TheМ'ясо,"вулиця Гетьмана Мазепи, 1б, Львів","{'lat': 49.8700711, 'lng': 24.023204}",1б,вулиця Гетьмана Мазепи,Шевченківський,Львів,Львівська,Україна,http://themyaso.com/,,Ресторан,ChIJW33VU6XdOkcRQDmj5cXAIBI,https://glovoapp.com/ua/uk/lviv/themeat-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,178.0,Medium-High
59,Nectarine / Нектарин Південний,"Весільний Дім, ТВК ПІВДЕННИЙ, вулиця Щирецька, 36, Львів","{'lat': 49.810611, 'lng': 23.97377299999999}",36,вулиця Щирецька,Залізничний,Львів,Львівська,Україна,https://sites.google.com/view/nectarinebistro/,+380 97 864 8732,Ресторан,ChIJsfQXdgznOkcRyN_Sxxgyln8,https://glovoapp.com/ua/uk/lviv/nectarine-lvi/,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,56.0,Low
60,Poke LULU,"вулиця Кульпарківська, 226 А, Львів","{'lat': 49.8077403, 'lng': 23.9783733}",226 А,вулиця Кульпарківська,Залізничний,Львів,Львівська,Україна,https://www.pokelulu.com.ua/,+380 67 699 6562,Ресторан,ChIJnXrSZV7nOkcRhRCFq77vAjo,https://glovoapp.com/ua/uk/lviv/poke-lulu-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,197.0,Medium-High
61,Kebab LA PIEC / Кебаб LA П'ЄЦ,"вулиця Січових Стрільців, 10, Львів","{'lat': 49.84045880000001, 'lng': 24.02419279999999}",10,вулиця Січових Стрільців,Галицький,Львів,Львівська,Україна,https://la.ua/,+380 97 440 4060,Інше,ChIJn5btIV7dOkcRyNFn5zip-Us,https://glovoapp.com/ua/uk/lviv/shaurma-la-pyec-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,125.0,Medium-Low
62,Shaurma Lviv / Шаурма Львів,"Галицька площа, 7, Львів","{'lat': 49.839241, 'lng': 24.0327569}",7,Галицька площа,Галицький,Львів,Львівська,Україна,,+380 67 819 2181,Ресторан,ChIJe32LwjzdOkcRYz8HSOaUdb8,https://glovoapp.com/ua/uk/lviv/shaurmalviv-lvi/,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,10:00:00,00:00:00,10:00:00,00:00:00,10:00:00,00:00:00,70.0,Low
63,Veterano pizza,"вулиця Староєврейська, 18, Львів","{'lat': 49.8405414, 'lng': 24.0325002}",18,вулиця Староєврейська,Галицький,Львів,Львівська,Україна,http://lviv.veteranopizza.com/,+380 63 063 4020,Доставка,ChIJN3ZrxrXdOkcR1BzsD2y5E-4,https://glovoapp.com/ua/uk/lviv/veterano-pizza-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,292.0,High
64,TASTY TAIL,"вулиця Братів Рогатинців, 10, Львів","{'lat': 49.8399982, 'lng': 24.0321735}",10,вулиця Братів Рогатинців,Галицький,Львів,Львівська,Україна,https://niceguys.lviv.ua/,+380 68 822 9036,Ресторан,ChIJ1aXKmr3dOkcRwqIsFJFTByE,https://glovoapp.com/ua/uk/lviv/tasty-tail-lvi/,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,137.0,Medium-Low
65,Roshen,"вулиця Валова, 4, Львів","{'lat': 49.83931339999999, 'lng': 24.0312366}",4,вулиця Валова,Галицький,Львів,Львівська,Україна,https://roshenstores.com/,+380 800 300 970,,ChIJIw1Tg27dOkcR8WHu4Mtx3Fw,https://glovoapp.com/ua/uk/lviv/roshen-roshen-lvi/,08:00:00,21:30:00,08:00:00,21:30:00,08:00:00,21:30:00,08:00:00,21:30:00,08:00:00,21:30:00,09:00:00,21:30:00,09:00:00,21:30:00,,High
66,Kvadrat Sushi&Pizza,"вулиця Богдана Хмельницького, 127, Львів","{'lat': 49.8535687, 'lng': 24.0387149}",127,вулиця Богдана Хмельницького,Шевченківський,Львів,Львівська,Україна,http://kvadratsushi.com/,+380 97 010 4010,Доставка,ChIJKW4UHRDdOkcRfGUbVvjCgc0,https://glovoapp.com/ua/uk/lviv/kvadrat-sushiandpizza-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,164.0,Medium-Low
67,Львівські Крани,"вулиця Шевченка, 19, Львів","{'lat': 49.84473320000001, 'lng': 24.0088887}",19,вулиця Шевченка,Залізничний,Львів,Львівська,Україна,,,Інше,ChIJCRIMLK3dOkcRHCr0hV_r0Vo,https://glovoapp.com/ua/uk/lviv/lvivski-krany-lvi/,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,,High
68,Kim Kimchi Korean BBQ,"вулиця Лесі Українки, 14, Львів","{'lat': 49.8437126, 'lng': 24.0310717}",14,вулиця Лесі Українки,Галицький,Львів,Львівська,Україна,https://kimkimchi-lviv.choiceqr.com/,+380 93 852 2887,Ресторан,ChIJmykEdx7nOkcRlzG6eyI33tI,https://glovoapp.com/ua/uk/lviv/kim-kimchi-korean-bbq-lvi/,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,223.0,High
69,MegaBulka / МегаБулка,"вулиця Залізнична, 4, Львів","{'lat': 49.83712939999999, 'lng': 24.0025776}",4,вулиця Залізнична,Залізничний,Львів,Львівська,Україна,http://www.mega-bulka.com/,+380 93 373 7293,Ресторан,ChIJlWBON8vdOkcRDsSxGrXD-7A,https://glovoapp.com/ua/uk/lviv/megabulka-lvi/,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,08:00:00,22:00:00,91.0,Low
70,Lotus Zaika India Ka,"вулиця Пекарська, 35, Львів","{'lat': 49.8376195, 'lng': 24.0424156}",35,вулиця Пекарська,Личаківський,Львів,Львівська,Україна,https://instagram.com/lotus_indianrestaurant?igshid=ZDdkNTZiNTM=,+380 99 646 5412,Ресторан,ChIJUUgj5LfdOkcRQxpWtxQP7xY,https://glovoapp.com/ua/uk/lviv/lotus-zaika-india-ka/,12:00:00,20:30:00,12:00:00,20:30:00,12:00:00,20:30:00,12:00:00,20:30:00,12:00:00,20:30:00,12:00:00,20:30:00,12:00:00,20:30:00,198.0,Medium-High
71,Tamash Kebab,"вулиця Пантелеймона Куліша, 10, Львів","{'lat': 49.8467692, 'lng': 24.0246152}",10,вулиця Пантелеймона Куліша,Галицький,Львів,Львівська,Україна,https://tamash-kebab.com/,+380 66 119 0930,Ресторан,ChIJ3z_cqwzdOkcRYBQi7Eu5gns,https://glovoapp.com/ua/uk/lviv/tamash-kebab-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,128.0,Medium-Low
72,Khinkalnia Na Fedorova / Хінкальня на Федорова,"вулиця Івана Федорова, 14, Львів","{'lat': 49.8421254, 'lng': 24.033494}",14,вулиця Івана Федорова,Галицький,Львів,Львівська,Україна,https://hinkalnya-delivery.com.ua/,+380 98 867 9099,Ресторан,ChIJvQ3X-2zdOkcRJDKMZey2zko,https://glovoapp.com/ua/uk/lviv/khinkalnia-na-fedorova-lvi/,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,111.0,Medium-Low
73,Varenyky TUT / Вареники ТУТ,"ТЦ Forum Lviv, 3 поверх, вулиця Під Дубом, 7 Б, Львів","{'lat': 49.85014619999999, 'lng': 24.0232173}",7 Б,вулиця Під Дубом,Галицький,Львів,Львівська,Україна,http://www.varenykytut.com/,+380 67 373 2091,Ресторан,ChIJfXh7rgvdOkcRNWX4uV83wYs,https://glovoapp.com/ua/uk/lviv/varenyky-tut-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,56.0,Low
74,"Akhali, bilshe nizh khinkalnia / Ахалі, більше ніж хінкальня","вулиця Джохара Дудаєва, 7, та Джохара Дудаєва, 16, Львів","{'lat': 49.8362889, 'lng': 24.0297609}",16,та Джохара Дудаєва,Галицький,Львів,Львівська,Україна,https://akhali.lviv.ua/,+380 68 457 2737,Ресторан,ChIJTePfPW_dOkcRnZpdeArFBF8,https://glovoapp.com/ua/uk/lviv/akhali-lvi/,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,22:00:00,152.0,Medium-Low
75,FARSH/ФАРШ,"вулиця Героїв УПА, 75, Львів","{'lat': 49.8279524, 'lng': 23.9905122}",75,вулиця Героїв УПА,Франківський,Львів,Львівська,Україна,http://farsh.in.ua/,+380 68 302 2020,Доставка,ChIJ9wpCwPPnOkcRIINNFpeZVbs,https://glovoapp.com/ua/uk/lviv/hugeburger-lvi/,09:30:00,22:00:00,09:30:00,22:00:00,09:30:00,22:00:00,09:30:00,22:00:00,09:30:00,22:00:00,09:30:00,22:00:00,09:30:00,22:00:00,208.0,Medium-High
76,New York Street Pizza Шувар,"проспект Червоної Калини, 36, Львів","{'lat': 49.79866850000001, 'lng': 24.0470916}",36,проспект Червоної Калини,Сихівський,Львів,Львівська,Україна,https://nysp.hamily.group/lviv/shuvar/qr,+380 98 135 0601,Ресторан,ChIJv6trs3ToOkcRz92hWkcSrpA,https://glovoapp.com/ua/uk/lviv/new-york-street-pizza-lvii/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,203.0,Medium-High
77,Ratatuy / Рататуй,"вулиця Перфецького, 14, Львів","{'lat': 49.8148497, 'lng': 23.9875668}",14,вулиця Перфецького,Франківський,Львів,Львівська,Україна,https://www.ratatouille.com.ua/,+380 67 979 3434,Доставка,ChIJNeVirAnnOkcRL4spJ4d2T8w,https://glovoapp.com/ua/uk/lviv/ratatuj-lvi/,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,267.0,High
88,Khinkalnia/Хінкальня,"вулиця Івана Федорова, 14, Львів","{'lat': 49.8421254, 'lng': 24.033494}",14,вулиця Івана Федорова,Галицький,Львів,Львівська,Україна,https://hinkalnya-delivery.com.ua/,+380 98 867 9099,Ресторан,ChIJvQ3X-2zdOkcRJDKMZey2zko,https://glovoapp.com/ua/uk/lviv/khinkalna-lvi/,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,21:00:00,10:00:00,21:00:00,120.0,Medium-Low
89,Dragon Wok,"вулиця Героїв УПА, 73 корпус 7 поверх 1, Львів","{'lat': 49.8281435, 'lng': 23.9921408}",Львів,Франківський,Львівська,Україна,,,https://fatdragon.lviv.ua/,+380 95 285 2533,Ресторан,ChIJywgujrTnOkcRcfvhPcLhpCo,https://glovoapp.com/ua/uk/lviv/dragon-wok-lvi/,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,195.0,Medium-High
90,Wine & Meat/Вино і м'ясо,"вулиця Озаркевича, 12, Львів","{'lat': 49.837936, 'lng': 24.0122639}",12,вулиця Озаркевича,Галицький,Львів,Львівська,Україна,https://zakaz.vim.lviv.ua/,+380 68 990 0160,Ресторан,ChIJd9Bz0XndOkcRLokKsp6veIo,https://glovoapp.com/ua/uk/lviv/wine-and-meat-lvi/,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,152.0,Medium-Low
91,Реберня на !FESTrepublic,"вулиця Старознесенська, 24-26, Львів","{'lat': 49.8515303, 'lng': 24.0532331}",24-26,вулиця Старознесенська,Личаківський,Львів,Львівська,Україна,https://www.fest.lviv.ua/uk/restaurants/arsenal.ribs/,+380 67 719 7880,Ресторан,ChIJfRYKEIDdOkcRd4bJomjVVro,https://glovoapp.com/ua/uk/lviv/rebernia-na-starovoznesenskii-lvi/,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,,High
92,Holy Moly,"вулиця Братів Рогатинців, 14, Львів","{'lat': 49.8400895, 'lng': 24.0326265}",14,вулиця Братів Рогатинців,Галицький,Львів,Львівська,Україна,,+380 67 750 6969,Ресторан,ChIJK16JXkHdOkcRwfMsx_Lz-ss,https://glovoapp.com/ua/uk/lviv/holy-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,195.0,Medium-High
93,Sisters,"вулиця Степана Бандери, 45, Львів","{'lat': 49.8344564, 'lng': 24.0114721}",45,вулиця Степана Бандери,Франківський,Львів,Львівська,Україна,https://sisters.co.ua/,+380 98 778 1379,Інше,ChIJZ8LK-k7dOkcRRPs1e6zPj_E,https://glovoapp.com/ua/uk/lviv/sisters-lvi/,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,11:00:00,18:00:00,11:00:00,18:00:00,93.0,Low
95,NONAME,"вулиця Героїв УПА, 73, корпус 8, Львів","{'lat': 49.8289053, 'lng': 23.992354}",73,вулиця Героїв УПА,Франківський,Львів,Львівська,Україна,https://www.instagram.com/noname.lviv,+380 93 219 5166,Ресторан,ChIJQ5kqZEDnOkcROkFO4rVCSo4,https://glovoapp.com/ua/uk/lviv/noname-lvi/,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,21:00:00,132.0,Medium-Low
96,Хот-доги LA П'ЄЦ / Hot Dogs LA PIEC,"вулиця Січових Стрільців, 10, Львів","{'lat': 49.84045880000001, 'lng': 24.02419279999999}",10,вулиця Січових Стрільців,Галицький,Львів,Львівська,Україна,https://la.ua/,+380 97 440 4060,Інше,ChIJn5btIV7dOkcRyNFn5zip-Us,https://glovoapp.com/ua/uk/lviv/hot-dogi-la-pyec-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,101.0,Low
97,De Luxe DOSTAVKA,"вулиця Володимира Великого, 2, Львів","{'lat': 49.8087739, 'lng': 24.0171665}",2,вулиця Володимира Великого,Франківський,Львів,Львівська,Україна,http://deluxedostavka.com.ua/,+380 97 001 9900,Доставка,ChIJfY6lFw_nOkcR415gCMl0Wrw,https://glovoapp.com/ua/uk/lviv/de-luxe-dostavka-lvi/,11:00:00,00:00:00,11:00:00,00:00:00,11:00:00,00:00:00,11:00:00,00:00:00,11:00:00,00:00:00,13:00:00,01:00:00,13:00:00,01:00:00,191.0,Medium-High
98,Yakuza sushi&pizza,"вулиця Тролейбусна, 7, Львів","{'lat': 49.8052426, 'lng': 24.0076049}",7,вулиця Тролейбусна,Франківський,Львів,Львівська,Україна,http://www.yakuzalviv.com/,+380 73 800 5009,Доставка,ChIJ5drhdxXdOkcRD9H7RtamuEw,https://glovoapp.com/ua/uk/lviv/yakuza-sushi-pizza-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,229.0,High
99,Комплексні обіди від Тамаш Кебаб / KOMPLEKSNI OBIDY VID TAMASH KEBAB,"вулиця Пантелеймона Куліша, 10, Львів","{'lat': 49.8467692, 'lng': 24.0246152}",10,вулиця Пантелеймона Куліша,Галицький,Львів,Львівська,Україна,https://tamash-kebab.com/,+380 66 119 0930,Ресторан,ChIJ3z_cqwzdOkcRYBQi7Eu5gns,https://glovoapp.com/ua/uk/lviv/kompleksni-obidy-vid-tamash-kebab-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,45.0,Low
